noisy_rate,error_rate,dataset,noise_type,causal,inital_noise,seed
0.1,0.38806601777401606,splice2balance,sym,0,0.01,1
0.2,0.43673296656792215,splice2balance,sym,0,0.01,1
0.30000000000000004,0.4777824798984342,splice2balance,sym,0,0.01,1
0.4,0.5209479475243335,splice2balance,sym,0,0.01,1
0.5,0.5962759204401185,splice2balance,sym,0,0.01,1
0.6,0.6436732966567922,splice2balance,sym,0,0.01,1
0.7000000000000001,0.6842996191282268,splice2balance,sym,0,0.01,1
0.8,0.7194244604316546,splice2balance,sym,0,0.01,1
0.9,0.7862886161658909,splice2balance,sym,0,0.01,1
0.1,0.43800253914515447,splice2balance,sym,0,0.1,1
0.2,0.4612780363944139,splice2balance,sym,0,0.1,1
0.30000000000000004,0.5074058400338552,splice2balance,sym,0,0.1,1
0.4,0.5336436732966567,splice2balance,sym,0,0.1,1
0.5,0.6119339822259839,splice2balance,sym,0,0.1,1
0.6,0.6440964875158697,splice2balance,sym,0,0.1,1
0.7000000000000001,0.6830300465509945,splice2balance,sym,0,0.1,1
0.8,0.7278882776132035,splice2balance,sym,0,0.1,1
0.9,0.7503173931443081,splice2balance,sym,0,0.1,1
0.1,0.4595852729581041,splice2balance,sym,0,0.2,1
0.2,0.5116377486246297,splice2balance,sym,0,0.2,1
0.30000000000000004,0.5311045281421921,splice2balance,sym,0,0.2,1
0.4,0.5641134151502327,splice2balance,sym,0,0.2,1
0.5,0.6123571730850613,splice2balance,sym,0,0.2,1
0.6,0.6534066864155734,splice2balance,sym,0,0.2,1
0.7000000000000001,0.6703343207786712,splice2balance,sym,0,0.2,1
0.8,0.7058823529411765,splice2balance,sym,0,0.2,1
0.9,0.7456622936944562,splice2balance,sym,0,0.2,1
0.1,0.4980956411341515,splice2balance,sym,0,0.3,1
0.2,0.52814219212865,splice2balance,sym,0,0.3,1
0.30000000000000004,0.5442234447735929,splice2balance,sym,0,0.3,1
0.4,0.585272958104105,splice2balance,sym,0,0.3,1
0.5,0.6216673719847652,splice2balance,sym,0,0.3,1
0.6,0.6546762589928058,splice2balance,sym,0,0.3,1
0.7000000000000001,0.6800677105374524,splice2balance,sym,0,0.3,1
0.8,0.7024968260685569,splice2balance,sym,0,0.3,1
